datetime,timestamp_desc,source,source_long,message,parser,display_name,tag
2009-12-04T21:50:52.640625+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $FILE_NAME Name: CHB6C9~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB6C9~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:50:52.640625+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $FILE_NAME Name: CHB6C9~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB6C9~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:50:52.640625+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $FILE_NAME Name: CHB6C9~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB6C9~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:50:52.640625+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-03_1316_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-03_1316_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:50:52.640625+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-03_1316_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-03_1316_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:50:52.640625+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-03_1316_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-03_1316_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:50:52.656250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-03_1316_Sent.txt File reference: 128-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:50:52.656250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-03_1316_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:50:52.656250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-03_1316_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:50:52.656250+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 128-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-03_1316_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:50:52.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-03_1316_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-03_1316_Sent.txt,-
2009-12-04T21:50:52.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-12-03_1316_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-03_1316_Sent.txt,-
2009-12-04T21:50:52.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-03_1316_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-03_1316_Sent.txt,-
2009-12-04T21:50:52.781250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-03_1316_Sent.txt File reference: 128-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:07.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0848_Sent.txt File reference: 129-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:07.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0848_Sent.txt File reference: 129-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:07.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0848_Sent.txt File reference: 129-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:07.953125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: CH3BAA~1.TXT Parent file reference: 43-2 Path hints: \Email\CH3BAA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:07.953125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0848_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:07.953125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:07.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt,-
2009-12-04T21:51:07.984375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0848_Sent.txt File reference: 129-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:07.984375+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: CH3BAA~1.TXT Parent file reference: 43-2 Path hints: \Email\CH3BAA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:07.984375+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: CH3BAA~1.TXT Parent file reference: 43-2 Path hints: \Email\CH3BAA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:07.984375+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: CH3BAA~1.TXT Parent file reference: 43-2 Path hints: \Email\CH3BAA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:07.984375+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0848_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:07.984375+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0848_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:07.984375+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0848_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:08.000000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0848_Sent.txt File reference: 129-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:08.109375+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:08.109375+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:08.109375+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 129-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0848_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:08.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt,-
2009-12-04T21:51:08.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt,-
2009-12-04T21:51:08.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0848_Sent.txt,-
2009-12-04T21:51:08.109375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0848_Sent.txt File reference: 129-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:24.687500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent.txt File reference: 130-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:24.687500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent.txt File reference: 130-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:24.687500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent.txt File reference: 130-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:24.687500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: CHB4AA~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB4AA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:24.687500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:24.687500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0941_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:24.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0941_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0941_Sent.txt,-
2009-12-04T21:51:24.718750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent.txt File reference: 130-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:24.718750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: CHB4AA~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB4AA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:24.718750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: CHB4AA~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB4AA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:24.718750+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: CHB4AA~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB4AA~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:24.718750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:24.718750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:24.718750+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:24.812500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent.txt File reference: 130-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:24.921875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 130-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0941_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:24.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0941_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0941_Sent.txt,-
2009-12-04T21:51:24.937500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent.txt File reference: 130-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:31.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip,-
2009-12-04T21:51:31.984375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent_01.zip File reference: 131-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:31.984375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent_01.zip File reference: 131-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:31.984375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent_01.zip File reference: 131-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:31.984375+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: CHARLI~1.ZIP Parent file reference: 43-2 Path hints: \Email\CHARLI~1.ZIP,mft,TSK:/$MFT,-
2009-12-04T21:51:31.984375+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent_01.zip Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:31.984375+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent_01.zip File reference: 131-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:32.156250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: CHARLI~1.ZIP Parent file reference: 43-2 Path hints: \Email\CHARLI~1.ZIP,mft,TSK:/$MFT,-
2009-12-04T21:51:32.156250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: CHARLI~1.ZIP Parent file reference: 43-2 Path hints: \Email\CHARLI~1.ZIP,mft,TSK:/$MFT,-
2009-12-04T21:51:32.156250+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: CHARLI~1.ZIP Parent file reference: 43-2 Path hints: \Email\CHARLI~1.ZIP,mft,TSK:/$MFT,-
2009-12-04T21:51:32.156250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent_01.zip Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.156250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent_01.zip Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.156250+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_0941_Sent_01.zip Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip,-
2009-12-04T21:51:32.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip,-
2009-12-04T21:51:32.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_0941_Sent_01.zip,-
2009-12-04T21:51:32.187500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent_01.zip File reference: 131-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:32.437500+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.437500+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.437500+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 131-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_0941_Sent_01.zip,mft,TSK:/$MFT,-
2009-12-04T21:51:32.671875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_0941_Sent_01.zip File reference: 131-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:37.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-11-17_1054_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-17_1054_Sent.txt,-
2009-12-04T21:51:37.375000+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 107-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-17_1054_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:45.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt,-
2009-12-04T21:51:45.687500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_1306_Sent.txt File reference: 132-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:45.687500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_1306_Sent.txt File reference: 132-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:45.687500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_1306_Sent.txt File reference: 132-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:45.687500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: CHB66C~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB66C~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:45.687500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_1306_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_1306_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:45.687500+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_1306_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:45.718750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_1306_Sent.txt File reference: 132-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:45.718750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: CHB66C~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB66C~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:45.718750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: CHB66C~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB66C~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:45.718750+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: CHB66C~1.TXT Parent file reference: 43-2 Path hints: \Email\CHB66C~1.TXT,mft,TSK:/$MFT,-
2009-12-04T21:51:45.718750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_1306_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_1306_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:45.718750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_1306_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_1306_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:45.718750+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $FILE_NAME Name: Charlie_2009-12-04_1306_Sent.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-12-04_1306_Sent.txt,mft,TSK:/$MFT,-
2009-12-04T21:51:45.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt,-
2009-12-04T21:51:45.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt,-
2009-12-04T21:51:45.000000+00:00,Metadata Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-12-04_1306_Sent.txt,-
2009-12-04T21:51:45.734375+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_2009-12-04_1306_Sent.txt File reference: 132-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-04T21:51:45.734375+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 132-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-12-04_1306_Sent.txt,mft,TSK:/$MFT,-
